optimizer_name,benchmark_suite,f_id,i_id,precision
RealSpacePSO,cec2014,30,1,1199.6193973075392
RealSpacePSO,cec2015,1,1,7218.9293314023325
RealSpacePSO,cec2015,2,1,6691.780002941508
RealSpacePSO,cec2015,3,1,19.99999991131105
RealSpacePSO,cec2015,4,1,19.89915089223237
RealSpacePSO,cec2015,5,1,521.3555106177619
RealSpacePSO,cec2015,6,1,990.0824945060688
RealSpacePSO,cec2015,7,1,1.5280202435309889
RealSpacePSO,cec2015,8,1,1430.9489460821646
RealSpacePSO,cec2015,9,1,100.39246570377128
RealSpacePSO,cec2015,10,1,1282.5014224385366
RealSpacePSO,cec2015,11,1,300.25767817961616
RealSpacePSO,cec2015,12,1,103.14721673279189
RealSpacePSO,cec2015,13,1,37.32527638648821
RealSpacePSO,cec2015,14,1,6785.778573628324
RealSpacePSO,cec2015,15,1,100.00000000000045
RealSpacePSO,cec2017,1,1,2771.8108595961894
RealSpacePSO,cec2017,2,1,1.8857856517229266e-05
RealSpacePSO,cec2017,3,1,1.2592749953910243e-08
RealSpacePSO,cec2017,4,1,0.022505836440132043
RealSpacePSO,cec2017,5,1,15.919322221777009
RealSpacePSO,cec2017,6,1,0.08629349696553845
RealSpacePSO,cec2017,7,1,26.60896791038124
RealSpacePSO,cec2017,8,1,18.406704727144813
RealSpacePSO,cec2017,9,1,0.08952825041666301
RealSpacePSO,cec2017,10,1,597.0845906217858
RealSpacePSO,cec2017,11,1,21.889013407667903
RealSpacePSO,cec2017,12,1,9084.907695847129
RealSpacePSO,cec2017,13,1,3273.1696611005905
RealSpacePSO,cec2017,14,1,184.18949785512132
RealSpacePSO,cec2017,15,1,290.1552346363061
RealSpacePSO,cec2017,16,1,120.64426879065809
RealSpacePSO,cec2017,17,1,52.17496692890097
RealSpacePSO,cec2017,18,1,4953.305423597489
RealSpacePSO,cec2017,19,1,649.8248806298734
RealSpacePSO,cec2017,20,1,38.58135702985294
RealSpacePSO,cec2017,21,1,216.9154857127819
RealSpacePSO,cec2017,22,1,101.61107879917449
RealSpacePSO,cec2017,23,1,315.7765319370126
RealSpacePSO,cec2017,24,1,347.08217547580125
RealSpacePSO,cec2017,25,1,445.63419576134856
RealSpacePSO,cec2017,26,1,347.14935499831336
RealSpacePSO,cec2017,27,1,403.25563736478875
RealSpacePSO,cec2017,28,1,594.8494933164004
RealSpacePSO,cec2017,29,1,309.15859749396486
