optimizer_name,budget,f0,f1,alpha,precision
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9167007,0.7767697660225821
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.94380397,0.8366439639900278
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95038885,0.8113502686836398
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9542747,0.7930517261755625
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95676184,0.777800658916604
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.97771215,0.8756941283669732
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9990378,0.7174832199524417
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9996283,0.9466767118562416
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.99972063,0.6707049497212836
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9999945,0.6972458394629228
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.52348244,0.9793963668162249
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5295792,1.091637839972499
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.53962547,1.0690318591053796
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5910071,1.0730837556696144
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5920848,1.1203049288692881
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.24564874,0.3808014098438406
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.24568333,0.8461270712187954
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.2496854,0.8326801027117128
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.27795124,0.9702728941544194
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.21538807,0.18954071138325368
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.27689883,0.2299929307860149
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.30640483,0.2583346521870693
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.31443354,0.17347403531222305
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.3186965,0.24537752189964568
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5251577,3.954814212592403
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.52623546,3.9418073688547963
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.53130347,3.922530915646405
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5609222,3.522230913256138
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5630159,3.525803807851972
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.563701,4.0200390332237035
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5671935,3.4237843561835675
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6018488,4.219223104783417
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6038565,3.436440639023928
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6094805,3.470016577255869
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6098353,3.8891132114782323
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.61001617,3.691952680678348
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6156976,3.4445210410015505
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65514106,3.5271251666253676
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65710086,3.465410081427372
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.69954836,3.553731036430449
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.7321716,2.8440746896775266
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.80762863,2.634387569814038
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.8444774,2.184661037236026
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.013989592,11.14756994873828
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.014249223,9.758141647430804
DiagonalCMA,500,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.014319382,11.618317394192218
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.088090435,32.728488740788066
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.089223,32.75391077383597
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.090560794,32.784800496913704
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09429906,32.86429768376183
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09525112,32.88294143855808
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10014171,32.97877797472097
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10276377,33.02700759271238
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10314334,33.034329762892185
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10327606,33.03618007736577
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10508135,33.06754628008832
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10585313,33.08159644835041
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10926041,33.137285277810065
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.1100632,33.15017863794492
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.11019402,33.15206885887903
DiagonalCMA,500,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.11211921,33.181443079305836
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f001_i01_d05,0.84801155,0.02305950876973384
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f003_i01_d05,0.52651554,3.4270549914431285
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f003_i01_d05,0.80905974,1.826843626393611
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f008_i01_d05,0.015724247,3.4841680702071187
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f010_i01_d05,6.515036e-05,303.51021864647936
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f015_i01_d05,0.38246444,7.967770678791965
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f021_i01_d05,0.88747543,0.005428118958889172
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.95924014,0.6410252257426237
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9600243,0.56216740407001
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9615931,0.5645039281444042
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96301514,0.4107048392748993
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9632385,0.5333637991477644
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9644941,0.3663322190787994
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96572393,0.3072869030044103
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96712506,0.2424884118030377
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f024_i01_d05,0.0500632,18.13794429866222
DiagonalCMA,500,bbob_f022_i01_d05,shifted-bbob_f024_i01_d05,0.079559326,17.748855001364383
DiagonalCMA,500,bbob_f023_i01_d05,shifted-bbob_f003_i01_d05,0.4238219,15.027201915331233
DiagonalCMA,500,bbob_f023_i01_d05,shifted-bbob_f003_i01_d05,0.83862585,12.43959369059953
DiagonalCMA,500,bbob_f023_i01_d05,shifted-bbob_f015_i01_d05,0.019712266,15.457845578043589
DiagonalCMA,500,bbob_f023_i01_d05,shifted-bbob_f017_i01_d05,0.95628417,2.910465390775493
DiagonalCMA,500,bbob_f024_i01_d05,shifted-bbob_f014_i01_d05,0.99695426,18.54908696813102
DiagonalCMA,500,bbob_f024_i01_d05,shifted-bbob_f019_i01_d05,0.8392978,18.28092456657339
DiagonalCMA,500,bbob_f024_i01_d05,shifted-bbob_f022_i01_d05,0.2171137,2.2497448467155436
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f003_i01_d05,0.7015923,2.0847783724092466
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7244142,0.3006979165603987
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7924908,0.1488463062526364
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.80347663,0.13601506350742198
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8079205,0.1682044334628543
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8102318,0.11133762112365986
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.82492167,0.13010062784798038
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.82800865,0.15721908583384447
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8299631,0.10953885438802757
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.84633315,0.15162935240211084
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8645848,0.0628077044296731
DiagonalCMA,1000,bbob_f001_i01_d05,shifted-bbob_f022_i01_d05,0.12858024,22.640069266715614
DiagonalCMA,1000,bbob_f002_i01_d05,shifted-bbob_f005_i01_d05,0.9325032,2.0736918315833464e-06
DiagonalCMA,1000,bbob_f002_i01_d05,shifted-bbob_f015_i01_d05,0.99990225,5.3192877658148063e-08
DiagonalCMA,1000,bbob_f002_i01_d05,shifted-bbob_f022_i01_d05,0.9998951,1.0103057377364166e-06
DiagonalCMA,1000,bbob_f002_i01_d05,shifted-bbob_f022_i01_d05,0.99995124,5.397752431690606e-07
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f001_i01_d05,0.52629274,9.468970947948833
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f004_i01_d05,0.04116532,7.959668437699975
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8152567,15.699764255086905
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.84355736,14.717430520857306
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8442014,12.68622972221334
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.87131256,14.725770809559833
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8718194,21.642776192254075
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8737392,16.446776880003085
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.89619184,14.374455424426628
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8964168,14.022335574914962
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.9208814,25.447481116452536
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.94547063,14.706579616879537
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.9477581,17.441991419840406
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.97746927,18.612339996301728
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f006_i01_d05,0.00040199683,0.00021098474019964897
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f006_i01_d05,0.00041113253,0.0006149300772335664
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f008_i01_d05,0.0007704774,1.830503901261352
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f009_i01_d05,0.0011028288,2.3369424696939802
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f013_i01_d05,0.10075497,25.42924270440089
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9159424,21.288444534675193
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9192421,22.231244000439176
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9230265,15.858202553709418
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.94644094,15.23373522269128
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9473111,19.04955024869048
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.94945896,17.31278365704253
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9498149,19.089922343144337
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f016_i01_d05,0.42392156,24.33493217588628
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f016_i01_d05,0.43262318,25.63851002516259
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f017_i01_d05,0.39565745,6.5824279895747395
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f017_i01_d05,0.689238,12.868543657697899
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.20122153,2.988991528835726
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.3894249,5.989656913007366
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.4876736,5.887721723177691
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f019_i01_d05,0.6293203,10.659207548051029
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f020_i01_d05,0.003530951,1.897215671152594
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f021_i01_d05,0.5316862,11.529409829240365
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f021_i01_d05,0.53428656,7.815086491779795
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.709771,15.431064233915606
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.783581,15.466432271397196
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.7854097,14.375829260982982
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.78638643,14.106187309734594
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.8143075,16.134875325596795
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.84455454,15.931021665329695
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.8475197,14.203658389777615
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.8479176,19.314997334672228
DiagonalCMA,1000,bbob_f003_i01_d05,shifted-bbob_f024_i01_d05,0.0027743103,11.854116488307298
DiagonalCMA,1000,bbob_f004_i01_d05,shifted-bbob_f003_i01_d05,0.83567923,18.9041817369
DiagonalCMA,1000,bbob_f004_i01_d05,shifted-bbob_f003_i01_d05,0.86836344,18.9041817369
DiagonalCMA,1000,bbob_f004_i01_d05,shifted-bbob_f003_i01_d05,0.89546126,20.017805554799963
DiagonalCMA,1000,bbob_f004_i01_d05,shifted-bbob_f022_i01_d05,0.48153993,24.139374902875943
DiagonalCMA,1000,bbob_f004_i01_d05,shifted-bbob_f022_i01_d05,0.58335036,24.399978630766213
DiagonalCMA,1000,bbob_f006_i01_d05,shifted-bbob_f022_i01_d05,0.9961744,0.0012017604266425508
DiagonalCMA,1000,bbob_f006_i01_d05,shifted-bbob_f022_i01_d05,0.99619657,0.001172751407494843
DiagonalCMA,1000,bbob_f009_i01_d05,shifted-bbob_f014_i01_d05,1.0,0.6240865429000024
DiagonalCMA,1000,bbob_f009_i01_d05,shifted-bbob_f017_i01_d05,0.9679906,0.6561465714319894
DiagonalCMA,1000,bbob_f010_i01_d05,shifted-bbob_f022_i01_d05,0.99990106,2110.127287314907
DiagonalCMA,1000,bbob_f010_i01_d05,shifted-bbob_f022_i01_d05,0.99995065,1397.093922270374
DiagonalCMA,1000,bbob_f011_i01_d05,shifted-bbob_f019_i01_d05,0.99999636,11.756645156571864
DiagonalCMA,1000,bbob_f012_i01_d05,shifted-bbob_f009_i01_d05,0.6445791,62.70231259316034
DiagonalCMA,1000,bbob_f012_i01_d05,shifted-bbob_f022_i01_d05,0.99999857,0.9818635554732964
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9944146,4.338704269857061
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9945032,2.1460645737684274
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9989947,3.6463873643893194
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9990524,3.7787636677509973
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.99911654,3.5514635455839567
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9991232,2.5589521569871785
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9991893,4.099007832452262
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,1.0,7.3201886534000025
DiagonalCMA,1000,bbob_f013_i01_d05,shifted-bbob_f006_i01_d05,0.0031428572,0.00344767992525874
DiagonalCMA,1000,bbob_f015_i01_d05,shifted-bbob_f022_i01_d05,0.65243685,2.7204482797401397
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f003_i01_d05,0.7833051,20.44578222275663
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f005_i01_d05,0.9864485,0.16159195578798347
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.99327195,0.7592669857044712
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.9949752,0.3329742147195702
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.9997123,0.3044274811277461
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f019_i01_d05,0.82648957,3.474447297359042
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f019_i01_d05,0.9451583,1.3608266772584443
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f019_i01_d05,0.97494626,1.0245655892003072
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14204708,2.11062362165012
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14328748,2.3239327473243065
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14445017,2.8221447525419308
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14511864,2.8339732665787096
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14600945,2.614625702287867
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14625852,3.4072950672069737
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.1481778,2.497669662967951
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14836945,2.1692623145099788
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14843331,3.1136412143031293
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.1484693,2.088111446862854
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14881264,2.206081820170425
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.15075804,2.110095623532743
DiagonalCMA,1000,bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.15119605,2.377303081270611
DiagonalCMA,1000,bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.17169517,21.086735523933896
DiagonalCMA,1000,bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.2744564,11.961793900967791
DiagonalCMA,1000,bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.2767051,18.904877028325018
DiagonalCMA,1000,bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.2893939,14.629640489789836
DiagonalCMA,1000,bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.34595537,17.461903537027354
DiagonalCMA,1000,bbob_f018_i01_d05,shifted-bbob_f003_i01_d05,0.9209756,3.6704887818014456
DiagonalCMA,1000,bbob_f018_i01_d05,shifted-bbob_f019_i01_d05,0.9997415,0.2383984923177458
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.20815423,0.17380290325208847
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.28656825,0.34990036951856496
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.29208356,0.19964708914712048
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.3406307,0.2937378766624583
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.15968283,3.63935148932768
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.48425844,2.7763145057052157
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.62812525,2.7139431788973525
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.7094187,2.201875866366265
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.89050937,2.4860316200413877
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.002221062,5.965011127845457
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0046827244,4.975564856049743
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0047403914,5.9709592020199125
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0048121056,5.9556061488918886
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6134911,0.5524906373970992
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6252526,0.4636877199571501
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6570639,0.6180181010577286
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6885524,0.5811068134457003
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74285656,0.7099366068620157
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74372524,0.9346240828015624
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.7487666,0.6925839406385563
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.99863386,0.5345761132565912
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f006_i01_d05,0.00014057524,5.306637240209966e-05
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06216662,0.5303446636281279
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06383248,0.6916229134487963
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06471196,0.6906702129242461
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.6683011,0.7249202217320843
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f008_i01_d05,0.00035118818,0.043018449716640816
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f013_i01_d05,0.034781374,0.7017545756594146
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.65032196,0.6126580880732746
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.70604783,0.5364662665220408
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.76470816,0.5820695976868393
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8050111,0.5879519571071796
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8377763,0.43044669104797606
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8911134,0.481250323911695
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8967643,0.5100403084618108
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.91361105,0.8572246898709466
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.91529465,0.5729365482161342
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9167007,0.6870339355225781
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.94380397,0.5103726619900186
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95038885,0.5543318151836445
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9542747,0.5501860306755617
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95676184,0.44154490961660997
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.97771215,0.638516051566981
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9990378,0.5113520285524515
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9996283,0.6812214438562307
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.99972063,0.5935277516212807
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9999945,0.4022715666629182
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.52348244,0.7749115389162284
DiagonalCMA,1000,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5295792,0.956976679072504
