optimizer_name,budget,f0,f1,alpha,precision
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6885524,1.9257372230456866
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74285656,1.8851883911620035
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74372524,1.573266964201565
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.7487666,1.8287093235385612
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.99863386,1.327804647956583
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f006_i01_d05,0.00014057524,1.8944151877724025
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06216662,0.932486604328119
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06383248,0.935701707048807
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.06471196,1.019201774224257
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.6683011,2.6472968976320814
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f008_i01_d05,0.00035118818,5.431454628016638
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f013_i01_d05,0.034781374,17.637481934959414
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.65032196,1.503453488973264
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.70604783,1.5223013057220385
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.76470816,1.1560930163868335
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8050111,1.4678343110071808
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8377763,1.4794915728479765
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8911134,1.2041438835117049
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.8967643,1.591317649061807
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.91361105,1.9347633563709365
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.91529465,1.6399913274161406
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9167007,1.473341613522578
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.94380397,1.3276171412900197
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95038885,1.4327307761836465
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9542747,1.6766024101755619
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95676184,1.5305562766166076
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.97771215,1.6617597368669834
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9990378,1.165970854152448
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9996283,1.56578653145624
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.99972063,1.141084375121281
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9999945,1.12053348976292
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.52348244,1.7154107772162277
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5295792,1.7727831100725027
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.53962547,1.7466740588053824
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5910071,1.725561799269613
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5920848,1.8726408442692986
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.24564874,2.4571267423438385
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.24568333,2.493344488118794
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.2496854,2.520196339611715
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.27795124,2.50236304925442
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.21538807,0.6853879874832547
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.27689883,0.9202164586860149
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.30640483,0.7329212605870694
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.31443354,0.8920523896122234
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.3186965,0.7554804159996458
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5251577,5.3641752113924
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.52623546,5.700179107854794
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.53130347,4.928921501146405
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5609222,4.209960708656141
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5630159,4.572717206451969
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.563701,5.342833516323701
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5671935,4.768409613683566
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6018488,4.966284710283418
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6038565,5.182398115623926
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6094805,4.4579507589558744
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6098353,4.933008755778232
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.61001617,4.990693648878349
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6156976,4.886310390201551
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65514106,4.784328953125367
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65710086,4.678176870627368
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.69954836,4.595106799430454
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.7321716,4.112162217077525
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.80762863,3.9957432168140343
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.8444774,3.436372652136015
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.013989592,17.089600731838274
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.014249223,18.04790758963081
DiagonalCMA,100,bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.014319382,19.284645976392213
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.088090435,38.132074839288066
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.089223,39.699748988436
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.090560794,39.77557137591373
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09429906,38.53476747506181
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09525112,38.57465388825801
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10014171,37.154849993520884
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10276377,39.55908943151235
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10314334,39.72712684239218
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10327606,37.38750295006571
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10508135,37.08451764968834
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10585313,39.711901895850474
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10926041,40.64984166381009
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.1100632,38.23097490374494
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.11019402,38.62686861487896
DiagonalCMA,100,bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.11211921,38.945458163505805
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f001_i01_d05,0.84801155,2.3766765068696714
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f003_i01_d05,0.52651554,20.68872979194316
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f003_i01_d05,0.80905974,11.687247508393625
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f008_i01_d05,0.015724247,123.0223597818071
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f010_i01_d05,6.515036e-05,4339.555718342279
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f015_i01_d05,0.38246444,40.576374915491954
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f021_i01_d05,0.88747543,2.8070559554589636
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.95924014,2.6944714742426186
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9600243,4.12176672536998
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9615931,2.681975992644425
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96301514,2.911519467974813
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9632385,2.946154667647761
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9644941,2.725688504378809
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96572393,2.1499292708044777
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.96712506,2.587728841503008
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f024_i01_d05,0.0500632,39.61750793576222
DiagonalCMA,100,bbob_f022_i01_d05,shifted-bbob_f024_i01_d05,0.079559326,38.43009526596438
DiagonalCMA,100,bbob_f023_i01_d05,shifted-bbob_f003_i01_d05,0.4238219,38.121103172831226
DiagonalCMA,100,bbob_f023_i01_d05,shifted-bbob_f003_i01_d05,0.83862585,25.463844591699534
DiagonalCMA,100,bbob_f023_i01_d05,shifted-bbob_f015_i01_d05,0.019712266,55.57187296604366
DiagonalCMA,100,bbob_f023_i01_d05,shifted-bbob_f017_i01_d05,0.95628417,3.5903749382754926
DiagonalCMA,100,bbob_f024_i01_d05,shifted-bbob_f014_i01_d05,0.99695426,37.79791424443101
DiagonalCMA,100,bbob_f024_i01_d05,shifted-bbob_f019_i01_d05,0.8392978,31.6723690404734
DiagonalCMA,100,bbob_f024_i01_d05,shifted-bbob_f022_i01_d05,0.2171137,10.717959471415497
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f003_i01_d05,0.7015923,4.213479554809254
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7244142,0.7925284197604014
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7924908,0.5338648890526372
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.80347663,0.5925977110074214
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8079205,0.49829139926285393
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8102318,0.5582882081236633
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.82492167,0.4726940031479856
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.82800865,0.45094291223384175
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8299631,0.40404243088802616
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.84633315,0.43677213130211356
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8645848,0.2919977449296738
DiagonalCMA,250,bbob_f001_i01_d05,shifted-bbob_f022_i01_d05,0.12858024,22.900413760315587
DiagonalCMA,250,bbob_f002_i01_d05,shifted-bbob_f005_i01_d05,0.9325032,934.7033638078917
DiagonalCMA,250,bbob_f002_i01_d05,shifted-bbob_f015_i01_d05,0.99990225,839.4224973676929
DiagonalCMA,250,bbob_f002_i01_d05,shifted-bbob_f022_i01_d05,0.9998951,515.2677488265058
DiagonalCMA,250,bbob_f002_i01_d05,shifted-bbob_f022_i01_d05,0.99995124,950.7550536098752
